WEB_ADDRESS,RECALL_NUMBER,PRODUCT_DESCRIPTION,TRADE_NAME,RECALL_CLASS,CENTER,CENTER_CLASSIFICATION_DT,POSTED_INTERNET_DT,TERMINATION_DT,FIRM_NAME,MANUFACTURER_RECALL_REASON,YEAR,SC,HW,SW
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29927,Z-0069-04,"Remel Thayer Martin Agar (Improved), packaged in 10-packs (Cat. #01884), 15-packs (Cat. #01885), and 100 per case (Cat. #01886).  The responsible firm on the label is Remel, Lenexa, KS.",Remel Thayer Martin Agar (Improved),2,CDRH,10/23/2003 15:45,10/24/2003 0:30,2/25/2004 16:28,"Remel, Inc",Some of the product lots exhibit no growth of quality control strains of Neisseria gonorrhoeae,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25535,Z-0577-03,Surgisis peripheral vascular patch; catalog number C-VSLH-4S-1x10.,Surgisis peripheral vascular patch,2,CDRH,2/25/2003 9:53,2/26/2003 0:30,5/27/2003 17:04,"Cook Biotech, Inc.",Adverse events- suspected pseudoaneurysm,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25892,Z-0575-03,"Nobel Biocare Replace Select Radiographic Template, part number 30159.",,2,CDRH,2/24/2003 13:51,2/25/2003 0:30,8/21/2003 18:09,Nobel Biocare USA Inc,Misprinted radiographic template plates.  Misprinted labeling.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29977,Z-0070-04,"LySonix 2000 Ultrasonic Surgical Systems, MODEL NO. LY-2000.  ---  Old labeling:  MANUFACTURED BY: MISONIX, INC. EXCLUSIVELY FOR SALE BY MENTOR CORPORATION UNDER EXCLUSIVE LICENSE FROM SONIQUE SURGICAL, INC.  MISONIX, INC. 1938 NEW HIGHWAY, FARMINGDALE, NY 11735.      Device was manufactured from September 1996 to present.",Ultrasonic Surgical Aspirator,2,CDRH,10/29/2003 11:58,10/30/2003 0:30,2/7/2005 16:28,"Misonix, Inc",Firm received complaints of tingling or static shock sensation to end users caused by forcing the output connector into its receptacle misaligned.  The  misalignment causes additional voltage to appear on the patient probe.,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29894,Z-0078-04,"LithoClast Foot Pedal, reference EK-166    Catalog Number: 840-703  Used as an accessory to the EMS Swiss LithoClast Master/Ultra, Catalog No 840-700.. Manufactured by EMS Electro Medical Systems S, Nyon, Switzerland. Distributed by Boston Scientifc/Microvasive,Natick, MA",Boston/Scientifc,2,CDRH,10/30/2003 11:03,10/31/2003 0:30,7/20/2004 15:49,Electro Medical Systems (EMS SA),Failure of foot pedal to activate device,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=28555,Z-1244-03,Disetronic Dahedi insulin infusion pump; catalog # 8500019.,Dahedi,2,CDRH,9/22/2003 15:48,9/23/2003 8:20,1/12/2007 16:12,Roche Diagnostics Corp.,Lack of assurance of reliability.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27512,Z-0017-04,TC-PLUS Solution Tibial Component-- Symmetric,Plus Orthopedics,2,CDRH,10/9/2003 8:20,10/15/2003 0:30,12/3/2003 11:40,Plus Endoprothetik AG,Labeling/packaging mix-up.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29332,Z-0027-04,Lactate Disposable Membrane Caps  Product Number: 0018108400,Instrumentation Laboratories (IL),2,CDRH,10/9/2003 9:25,10/15/2003 0:34,5/23/2012,Instrumentation Laboratory Co.,Lactate Disposable Membrane Caps linearity was determined to be significantly biased and could potentially cause erroneous patient results above 6.0 mmol/L.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27322,Z-0012-04,Roche/Hitachi Modular Analytics P clinical chemistry analyzer; Modular P.  Catalog number 766-8156.,Modular P,2,CDRH,10/9/2003 8:05,10/15/2003 0:30,12/9/2003 9:41,Roche Diagnostics Corp.,"Incorrect results, without a data flag, reported if one of the other reagent containers becomes depleted before the R1 reagent is depleted.",2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29405,Z-1293-03,"CoaguChek brand PT Test Strips; U.S. catalog number 3116247 (professional use), 3116239 (patient self test), ex-U.S. catalog numbers 1937642 [packaged 48 strips per box] and 1937634 [packaged 12 strips per box].",,1,CDRH,10/8/2003 14:54,10/15/2003 0:34,5/11/2004 13:01,Roche Diagnostics Corp.,"Erroneous patient results: may be falsely elevated or lowered, due to a  packaging defect that allows air and moisture to enter the sealed pouch.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27445,Z-0011-04,"Power cord manufactured by ElectriCord Manufacturing Company , P/N 316579, used with DINAMAP Patient Monitors as Follows: DINAMAP PRO Series, DINAMAP PRO 1000 Monitor under both the Critikon and GE Medical Systems. The company name EliectriCord is on the power cord plug.",ElectriCord,2,CDRH,10/8/2003 14:47,10/15/2003 0:30,5/3/2012,GE Medical Systems Information Technologies,Reports of broken plug ground pins on AC power cords for patient monitors.,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27708,Z-1291-03,"GE Medical Systems COROMETRICS Maternal/Fetal Monitoring Systems, Models 2126is, 2128is, 2129is",COROMETIRICS,2,CDRH,9/22/2003 16:58,9/23/2003 8:30,10/27/2003 12:50,GE Medical Systems Information Technologies,The 2120 Main Board on device lacks required external safety 'watchdog' circuit.,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29366,Z-0008-04,"Rultract Surgical Retractor, 4100 Series, all system configurations, reusable.",Rultract Skyhook Internal Mammary Artery Retractor Systems,2,CDRH,10/8/2003 14:31,10/15/2003 0:34,3/23/2007 16:40,Rultract Inc,"Component spring or nut may loosen, detach, and fall into chest of patient during surgical procedure.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25666,Z-0466-03,''ComforTEC II Single Use pH Probe *** Latex Free *** Do Not Re-use''. Packaged individually.,Dry Reference pH Probe.,3,CDRH,1/22/2003 9:03,1/23/2003 0:30,4/16/2003 15:49,"Sandhill Scientific, Inc","Failure of the dry silver chloride reference, resulting in malfunction and a 'Lead Off' indication.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25394,Z-0423-03,Misys Laboratory versions 5.23 and 5.3,,2,CDRH,1/10/2003 7:13,1/11/2003 0:30,6/23/2003 10:42,Sunquest Information Systems,Software anomally.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25087,Z-0420-03,"Pharmaseal Thoracentesis Tray with Catheter, catalog number 4341B; a sterile, single use, Rx, latex free procedure tray containing a 7'' long Thoracentesis Catheter with a 14 gauge x 2'' needle, catheter guard, 60 ml syringe, needles, 5 ml syringe, drainage tube with needle, fluid collection bag, three prelabeled specimen vials with caps, 2 swab sticks, three gauze pads, fenestrated drape with adhesive strips, towel, 5 ml -1% lidocaine hydrochloride, hospital wrap and bandage; Allegiance Healthcare Corporation, McGaw Park, IL 60085 USA",Pharmaseal Thoracentesis Tray,2,CDRH,1/8/2003 13:24,1/9/2003 0:30,4/14/2006 14:04,Cardinal Health,"Raw material used in the manufacture of catheters may contain a contaminant predisposing the catheter to become brittle, possibly breaking during use.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25521,Z-0446-03,Bed/chair alarm,Sensatec ST-500,2,CDRH,1/15/2003 14:36,1/16/2003 0:30,7/31/2003 11:44,"RF Technologies, Inc.","In some cases the unit appears to be monitoring the patient, when in fact the alarm is silenced.",2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25711,Z-0492-03,Misys Laboratory version 5.3,,2,CDRH,1/29/2003 21:55,1/30/2003 0:33,4/23/2004 16:53,Misys Healthcare Systems,Software anomally.  English text  code does not translate.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25965,Z-0563-03,"Prism 3000S and 3000XP Gamma Camera Systems, Models N210060 and N210335.","Gamma Camera System, Tomography, Computed, Emission",2,CDRH,2/20/2003 11:29,2/21/2003 0:30,10/29/2008,Philips Medical Systems Inc,"The radius motion may exceed the hardware limits, resulting in the detector head to drop towards the patient.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25712,Z-0556-03,"ThermaCool TC 1.0 cm2 Treatment Tip,     Single Patient Use Only",Thermage,2,CDRH,2/12/2003 16:03,2/13/2003 0:30,4/30/2003 16:54,Thermage,Product tip has potential to liquid leakage into the internal circuitry causing malfunction and may result in epidermal injury.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25450,Z-0548-03,Zoll AED Plus Defibrillator (Automatic External Defibrillator),Zoll AED Plus Defibrillator,2,CDRH,2/5/2003 13:29,2/6/2003 12:08,4/21/2004 9:11,Zoll Medical Corporation,Defibrillator may fail to function due to false detection of safety fault  condition,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25290,Z-0524-03,Stryker brand Neptune waste management system; model 711-27-1.,Neptune waste management system,2,CDRH,1/31/2003 10:42,2/1/2003 0:30,7/7/2003 18:04,"Stryker Instruments, Instruments Div.","Cap may be cracked and fail, exposing O.R. staff to patient blood, and cause an unexpected loud noise in the O.R.",2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=25439,Z-0497-03,Reference Library Interface Version 5.3,Misys Laboratory,2,CDRH,1/29/2003 23:08,1/30/2003 0:32,2/26/2013,Sunquest Information Systems,Software system defect resulting in incomplete patient results information.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29047,Z-1240-03,Calculator/ Data Processing Module for Clinical Use,Mysis Laboratory,2,CDRH,9/16/2003 10:33,10/15/2003 0:33,4/23/2004 16:39,Misys Healthcare Systems,Software Defect. Data used in the diagnosis and or treatment of a patient's illness are missing from the patient result report.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=28510,Z-1078-03,''Alcon Ladarwave CustomCornea Wavefront System'' Aberrometer software Version 7.91,Alcon Ladarwave,2,CDRH,8/1/2003 10:58,8/6/2003 11:30,1/20/2010,"Alcon Laboratories, Inc.","Software error could, under specific circumstances, allow the patient's centration images and data to be stored incorrectly.",2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27726,Z-0974-03,"Misys Laboratory System using Microbiology versions 5.2 (build 4 and higher), 5.23 and 5.3",,2,CDRH,7/1/2003 16:44,7/2/2003 0:30,4/23/2004 15:32,Misys Healthcare Systems,Susceptibility comments are ommited from Microbiology cumulative reports,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27715,Z-0975-03,Acuson Cypress Echocardiography System. Imaging System,Acuson Cypress Echocardiography System,2,CDRH,7/1/2003 16:50,7/2/2003 0:30,1/16/2004 8:24,"Siemans Medial Solutions USA, Inc",software problem - loss of data,2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27887,Z-0983-03,"CP STENT (Cheatham Platinum), a prescription device, composed of 90% platinum/10% iridium wire arranged in laser welded rows with a ''zig'' pattern.  The number of zigs can be varied and will impact the strength of the stent as well as the eventual diameter and percent stent shortening.  CP stents are sold either sterile or non-sterile,  and sold in different lengths.",CP (Cheatham Platinum),2,CDRH,7/7/2003 15:18,7/8/2003 0:30,6/9/2004 13:58,Numed Inc,Lacks a PMA or 510k.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27941,Z-1000-03,Zoll M Series External Defibrillator,Zoll,2,CDRH,7/9/2003 15:46,7/10/2003 0:30,,Zoll Medical Corporation,Defibrillator may fail to charge or hold its charge above energies of 75 joules,2003,0.0,1.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=28144,Z-1090-03,Misys Laboratory System versions 5.3 up to 5.3.2 with Anatomic Pathology Module,,2,CDRH,8/6/2003 17:31,8/7/2003 0:30,4/23/2004 15:35,Misys Healthcare Systems,Software anomaly allows patient reports to contain incomplete data used for diagnosis or treatment.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27872,Z-1223-03,"Easy Access PACS System with software Release 5, 6.2, or 7.2",,2,CDRH,9/10/2003 15:15,9/12/2003 0:31,4/11/2005 13:49,Philips Medical Systems,Potential display of an incorrect body part description on patient images.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=29128,Z-1222-03,BVS 5000t Bi-Ventricular Support System Transport/Backup Console  Catalog Number: 0050-000,Abiomed,2,CDRH,9/10/2003 12:29,9/11/2003 1:43,10/15/2003 16:37,"Abiomed, Inc.",Bi-Ventricular support system may switch to battery when primary voltage (AC) is available,2003,0.0,1.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=28043,Z-1133-03,"ARCHITECT Processing Module, List number 8C89-01, manufactured by Abbott Laboratories, Irving, Texas",Architect,2,CDRH,8/12/2003 15:27,8/13/2003 0:31,8/12/2003 15:30,"Abbott Laboratories, Inc","Under specific conditions, the system can allow an incorrect sample ID to be assigned to another sample in a different carrier.",2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26774,Z-0802-03,"Non-Sterile Suture Needles, Reverse Cutting, 1/2 Circle, Stainless Steel; 12 suture needles per glass vial; partcode: SN4; Hu-Friedy Mfg. Co., Inc., 3232 N. Rockwell St., Chicago, IL 60618",Hu-Friedy,2,CDRH,5/8/2003 4:01,5/9/2003 0:30,3/24/2004 12:12,"Hu-Friedy Mfg Co, Inc.",The suture needles were mislabeled with the wrong size.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26834,Z-0803-03,"Aeroset Direct HDL Reagent, LN 7D67-01",,3,CDRH,5/8/2003 4:10,5/9/2003 0:30,9/16/2004 13:55,Abbott Laboratories Diagnostic Div,Degredation prior to expiry date.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26921,Z-0806-03,"Misys Commercial Laboratory, Laboratory Information System, version 3.4.1",,3,CDRH,5/8/2003 4:33,5/9/2003 0:30,4/14/2004 10:54,Misys Healthcare Systems,Software logic error.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26925,Z-0807-03,Misys Laboratory System version 5.3,,2,CDRH,5/8/2003 4:39,5/9/2003 0:30,4/21/2004 16:05,Misys Healthcare Systems,"Software anomally, One client reported patient tests and results are deleted when duplicate orders are placed.",2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26773,Z-0801-03,"Anti-HBs Reagent Kit, list 7C18-25, 100 tests; Abbott Diagnostics, a Division of Abbott Laboratories, Abbott Park, IL 60064",Abbott Architect Anti-HBs Reagent,2,CDRH,5/8/2003 3:56,5/9/2003 0:30,8/19/2003 15:53,Abbott Laboratories HPD/ADD,Particulate matter in the microparticle component.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26838,Z-0791-03,Misys Laboratory System versions 5.23 and 5.3,,2,CDRH,5/7/2003 11:07,5/8/2003 0:30,4/21/2004 16:26,Misys Healthcare Systems,"With SMART enabled, for an accession number with multiple tests, credits and additions, the system may delete and reorder resulted tests.",2003,1.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=26952,Z-0840-03,MagicView 1000 and Magic View Mondo.  Digital Image Communication.,Siemen MagicView,3,CDRH,5/15/2003 9:33,5/16/2003 0:31,10/3/2006 10:02,"Siemens Medical Solutions USA, Inc","Potential error can occur with the 3D post processing options MPR, MIP, and VRT.",2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=30448,Z-0265-04,Medtronic MiniMed Model 7311Version 5.0A Solutions Pumps and Meters Software,,3,CDRH,12/23/2003 10:42,12/24/2003 0:31,3/3/2005 16:38,Medtronic MiniMed,Accessory software fails to report certain reports following download of data from 712 pump.,2003,0.0,0.0,1.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=30592,Z-0268-04,Bucky Diagnost FS Part number 9890-010-83651,Philips Bucky Diagnost FS,2,CDRH,12/23/2003 11:00,12/24/2003 0:31,4/11/2005 12:15,Philips Medical Systems Sales & Service Region No. America,Support chain attachment on the Bucky carriage may fail and cause the counter weights or X-ray tube to fall.,2003,0.0,0.0,0.0
http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfres/res.cfm?id=27633,Z-0949-03,Alpha Mirage Top Tightening Spinal System    5.5 mm x 45 mm Length Bone Screws,,2,CDRH,6/20/2003 10:31,6/21/2003 0:30,12/30/2003 17:40,Alphatec Mfg Inc,"Laser marking is wrong on bone screws, says 40 and is 45 mm long.",2003,0.0,0.0,0.0
